Bankrupt?,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Operating Profit Rate,Non-industry income and expenditure/revenue,Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Long-term fund suitability ratio (A),Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Net Income to Stockholder's Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Equity to Liability
0,0.63670432,0.618623791,0.9992970109999999,0.303475703,7310000000.0,2380000000.0,0.505587009,0.00029703,0.238252813,0.343708,0.848027594,0.68933725,0.21758926,6520000000.0,0.00043211,0.263807881,0.391239149,0.019845803999999998,0.019904876999999998,0.630872865,0.003647671,0.084227711,0.005120116,0.395569268,0.064467766,0.000880566,0.007185644000000001,0.001212358,0.8197804009999999,0.371611015,0.359622605,0.187068874,0.019783745,0.028531677000000002,0.276982005,0.000511842,0.374412254,0.735924255,0.327449969,0.015776868,0.940307894,0.0027840309999999997,0.008848805,0.00022676,0.00024103599999999997,0.594029235,0.00032016200000000003,0.11848163699999999,0.687713292,0.47253358799999995,0.706731613,0.320419217,0.014776763,0.841905067,0.026857162,0.56545462,0.045515602999999995
0,0.613683816,0.611164762,0.999107051,0.303470144,0.000143505,8050000000.0,0.46715986,0.0007850789999999999,0.242980051,0.34561788200000004,0.848042746,0.689475373,0.217602185,7130000000.0,0.000482468,0.264242255,0.38989791700000004,0.004459892,0.003793574,0.631888947,0.014084571,0.179792605,0.004952681,0.404967425,0.11994003,0.000624918,0.010106013,0.00017808,0.720125983,0.30247023,0.350191631,0.007718553,0.0037929070000000003,0.000285663,0.276701504,0.002078894,0.758727334,0.7287355759999999,0.33576424200000005,0.012637668000000001,0.940982054,0.002366338,0.024309965,0.00011504299999999999,0.00010352700000000001,0.593886763,730000000.0,0.121589115,0.642912275,0.45927202100000003,0.641137627,0.314562265,0.06348456599999999,0.8423207159999999,0.027191497999999998,0.56654283,0.019619082
0,0.550457733,0.617095951,0.99906245,0.303468694,0.000282847,0.00019915799999999998,0.469932815,0.0,0.22255838100000003,0.32386645,0.848025547,0.6893845120000001,0.217590328,7090000000.0,0.00045768800000000004,0.263910452,0.386936031,0.019147522,0.013871092,0.630612252,0.003021184,0.073313783,0.0056648309999999995,0.398307662,0.133433283,0.001347225,0.004696499,7680000000.0,0.883784954,0.599332149,0.7096844109999999,0.411773279,0.015607238999999998,0.031016564,0.277114327,0.009489773,0.886078934,0.7392542240000001,0.328643384,0.0,0.937625142,0.0022919060000000002,0.049506281,0.000218353,0.000188513,0.594023464,0.000348002,0.110933234,0.72139158,0.485765911,0.620223247,0.324322493,0.015317777,0.841149774,0.026791157000000003,0.5651583960000001,0.052524075999999996
0,0.508753145,0.626983669,0.999017849,0.30331545600000004,0.000468906,0.00015161799999999998,0.46546891100000004,0.000266027,0.20667486100000002,0.32223951300000003,0.848017747,0.6794496390000001,0.215409928,8180000000.0,0.000551567,0.263619056,0.380825975,0.016026158999999998,0.008215355,0.630060205,0.00401335,0.090123046,0.006219723000000001,0.40222099299999997,0.12743628199999998,0.000746655,0.008475047,4070000000.0,0.85408946,0.405171669,0.6053490420000001,0.093424525,0.010372523,0.0069143040000000005,0.277262438,0.014944068999999999,0.7388932159999999,0.738080152,0.328891633,0.00255698,0.928157233,0.002202108,0.07558553400000001,0.00020621599999999998,0.000139839,0.5940084720000001,8760000000.0,0.113034337,0.6304955560000001,0.455822451,0.5916234229999999,0.312895207,0.018304086,0.839217931,0.026587965,0.563958898,0.042408062
0,0.5534557520000001,0.60721544,0.99900329,0.303536369,0.000183978,2580000000.0,0.46526425299999996,0.000448045,0.228041978,0.325245809,0.8480698609999999,0.6895628,0.217612313,5880000000.0,0.00046657199999999995,0.26412647300000003,0.38688014600000004,0.012937869,0.008830461,0.6310639579999999,0.006161829000000001,0.11908577,0.006152871,0.406613944,0.251874063,0.000927232,0.006816755,0.000125917,0.867205703,0.5965587729999999,0.799124182,0.201749803,0.009337513,0.009197609,0.277242379,0.009647121,0.9222019359999999,0.7399863090000001,0.331311048,0.001211212,0.938689564,0.002285181,0.057207572000000005,0.000113809,8720000000.0,0.5939613429999999,8370000000.0,0.112455598,0.642759721,0.459238445,0.6063071210000001,0.314539766,0.022643273999999998,0.841475792,0.026914774,0.5656861,0.031429416
0,0.536484823,0.599907753,0.9990153070000001,0.303549904,4280000000.0,475000000.0,0.462851966,0.000227023,0.224165642,0.320117422,0.8482141459999999,0.7201574079999999,0.221130776,820000000.0,0.00046739599999999997,0.264310636,0.37916806399999997,0.005298579,0.0048148,0.630847865,0.003535506,0.082353297,0.01009966,0.39797407100000004,0.12293853099999999,0.0009738980000000001,0.00649227,0.000347562,0.74275547,0.218690297,0.23984015,0.009546476,0.004748868,0.000601245,0.276434339,0.0017759129999999998,0.950656433,0.731469477,0.32925403,0.0,0.9439816329999999,0.0025449879999999998,0.005859504000000001,7700000000.0,7490000000.0,0.593907284,924000000.0,0.110933234,0.6248790089999999,0.453814271,0.575981164,0.312227812,0.053935299000000006,0.8407362629999999,0.026851344,0.565429916,0.046600777
0,0.5758338239999999,0.599799651,0.9990141509999999,0.303504948,5420000000.0,1850000000.0,0.458262248,0.0,0.23021650800000001,0.315024404,0.847966856,0.6892136109999999,0.217571961,4810000000.0,0.000476105,0.262808588,0.364116464,0.026603973,0.011608423,0.630612252,0.002031753,0.053632433,0.028057887000000004,0.40186060700000004,0.473763118,0.004447465,0.001421758,0.000164705,0.925866183,0.405712116,0.826764614,0.336756183,0.012604101000000001,0.030161972999999998,0.277317572,0.036479832999999996,1.0,0.740793232,0.328080599,0.0,0.950371645,0.002346241,0.044054924,5040000000.0,2280000000.0,0.593949072,6860000000.0,0.110933234,0.551886643,0.418110165,0.5474366970000001,0.304158013,0.010989083,0.841744029,0.026791157000000003,0.5651583960000001,0.071832706
0,0.608383746,0.607539745,0.999109015,0.30368718899999997,8340000000.0,4010000000.0,0.467448395,0.000266027,0.26377990000000007,0.327863054,0.8480417809999999,0.689462417,0.217600745,738000000.0,0.0004923,0.264202625,0.376364517,0.013681081000000001,0.008050661,0.630730743,0.007195944,0.13030202300000002,0.006946111,0.401292565,0.16041979,0.0016637420000000002,0.0038016029999999998,8560000000.0,0.831651969,0.335514877,0.52826791,0.040628152,0.008415841,0.0029459440000000003,0.277324417,0.013943661999999999,0.52447219,0.737903937,0.329616449,0.007090118,0.949678725,0.002701796,0.018119321,0.00013205200000000002,8480000000.0,0.593970504,2900000000.0,0.117247584,0.63894172,0.45849771799999994,0.605574333,0.31390179100000004,0.021423727000000004,0.84418519,0.026820798,0.5652958770000001,0.02843944
0,0.5568285239999999,0.611150348,0.999066032,0.303453708,0.000184325,790000000.0,0.45913120799999996,0.00070207,0.22388200800000002,0.309825281,0.848040146,0.689385551,0.217592276,8630000000.0,0.00046505,0.264020017,0.36454491299999997,0.005884537,0.004565264,0.632766332,0.013973316999999999,0.179218188,0.005137163,0.407330696,0.086956522,0.000391588,0.016128633,9880000000.0,0.749268893,0.44258051299999995,0.511150232,0.055159742000000005,0.004982521,0.0018283120000000001,0.266894656,0.002685542,0.851755783,0.7317876590000001,0.33683271200000003,0.005028617,0.9353867159999999,0.002285617,0.024419552999999997,0.000263865,0.000233252,0.5939128889999999,7700000000.0,0.117054466,0.637266078,0.45846505200000004,0.5312131920000001,0.313233833,0.04879757,0.8409708020000001,0.027757069,0.567564662,0.019692913
0,0.513357246,0.606588449,0.9988937509999999,0.303177446,0.000285969,0.000240077,0.462810028,0.000317032,0.205256689,0.320152791,0.8476931090000001,0.686742084,0.217323459,7930000000.0,0.000505925,0.263460537,0.378544018,0.008662686999999999,0.006562178,0.6297475379999999,0.008220939,0.140157814,0.00515788,0.399165085,0.052473763,0.000551875,0.011448358,5460000000.0,0.781973342,0.28845216100000004,0.37143458799999995,0.150283144,0.006548229,0.009881516,0.277388864,0.005813011,0.539506684,0.734382361,0.330208799,0.017617578999999998,0.926656631,0.0021124679999999997,0.0255618,0.000312688,0.000247259,0.593982983,0.00033769,0.122717465,0.665625826,0.463395038,0.575188911,0.318583839,0.033585267,0.838493704,0.026606377999999997,0.564090626,0.026206407
